,season,holiday,workingday,casual,registered,count,date,hour,weekday,month
1575,Summer,0,1,62,77,139,2011/4/11,13,Monday,April
1576,Summer,0,1,60,85,145,2011/4/11,14,Monday,April
1577,Summer,0,1,56,85,141,2011/4/11,15,Monday,April
1578,Summer,0,1,73,162,235,2011/4/11,16,Monday,April
1579,Summer,0,1,100,352,452,2011/4/11,17,Monday,April
1580,Summer,0,1,93,290,383,2011/4/11,18,Monday,April
1581,Summer,0,1,73,211,284,2011/4/11,19,Monday,April
1582,Summer,0,1,44,122,166,2011/4/11,20,Monday,April
1583,Summer,0,1,39,119,158,2011/4/11,21,Monday,April
1584,Summer,0,1,25,66,91,2011/4/11,22,Monday,April
1585,Summer,0,1,16,38,54,2011/4/11,23,Monday,April
1586,Summer,0,1,11,13,24,2011/4/12,0,Tuesday,April
1587,Summer,0,1,6,7,13,2011/4/12,1,Tuesday,April
1588,Summer,0,1,7,7,14,2011/4/12,2,Tuesday,April
1589,Summer,0,1,0,1,1,2011/4/12,3,Tuesday,April
1590,Summer,0,1,4,2,6,2011/4/12,4,Tuesday,April
1591,Summer,0,1,1,15,16,2011/4/12,5,Tuesday,April
1592,Summer,0,1,3,55,58,2011/4/12,6,Tuesday,April
1593,Summer,0,1,12,177,189,2011/4/12,7,Tuesday,April
1594,Summer,0,1,15,211,226,2011/4/12,8,Tuesday,April
1595,Summer,0,1,4,50,54,2011/4/12,9,Tuesday,April
1596,Summer,0,1,6,34,40,2011/4/12,10,Tuesday,April
1597,Summer,0,1,11,38,49,2011/4/12,11,Tuesday,April
1598,Summer,0,1,9,83,92,2011/4/12,12,Tuesday,April
1599,Summer,0,1,22,84,106,2011/4/12,13,Tuesday,April
1600,Summer,0,1,16,28,44,2011/4/12,14,Tuesday,April
1601,Summer,0,1,24,54,78,2011/4/12,15,Tuesday,April
1602,Summer,0,1,19,80,99,2011/4/12,16,Tuesday,April
1603,Summer,0,1,29,262,291,2011/4/12,17,Tuesday,April
1604,Summer,0,1,21,203,224,2011/4/12,18,Tuesday,April
1605,Summer,0,1,3,127,130,2011/4/12,19,Tuesday,April
1606,Summer,0,1,9,94,103,2011/4/12,20,Tuesday,April
1607,Summer,0,1,10,74,84,2011/4/12,21,Tuesday,April
1608,Summer,0,1,7,47,54,2011/4/12,22,Tuesday,April
1609,Summer,0,1,8,31,39,2011/4/12,23,Tuesday,April
1610,Summer,0,1,3,12,15,2011/4/13,0,Wednesday,April
1611,Summer,0,1,0,1,1,2011/4/13,1,Wednesday,April
1612,Summer,0,1,0,2,2,2011/4/13,2,Wednesday,April
1613,Summer,0,1,0,2,2,2011/4/13,3,Wednesday,April
1614,Summer,0,1,1,2,3,2011/4/13,4,Wednesday,April
1615,Summer,0,1,1,4,5,2011/4/13,5,Wednesday,April
1616,Summer,0,1,1,33,34,2011/4/13,6,Wednesday,April
1617,Summer,0,1,3,67,70,2011/4/13,7,Wednesday,April
1618,Summer,0,1,6,158,164,2011/4/13,8,Wednesday,April
1619,Summer,0,1,2,63,65,2011/4/13,9,Wednesday,April
1620,Summer,0,1,4,42,46,2011/4/13,10,Wednesday,April
1621,Summer,0,1,4,57,61,2011/4/13,11,Wednesday,April
1622,Summer,0,1,12,83,95,2011/4/13,12,Wednesday,April
1623,Summer,0,1,6,55,61,2011/4/13,13,Wednesday,April
1624,Summer,0,1,24,82,106,2011/4/13,14,Wednesday,April
1625,Summer,0,1,12,69,81,2011/4/13,15,Wednesday,April
1626,Summer,0,1,23,119,142,2011/4/13,16,Wednesday,April
1627,Summer,0,1,25,284,309,2011/4/13,17,Wednesday,April
1628,Summer,0,1,28,293,321,2011/4/13,18,Wednesday,April
1629,Summer,0,1,15,160,175,2011/4/13,19,Wednesday,April
1630,Summer,0,1,7,119,126,2011/4/13,20,Wednesday,April
1631,Summer,0,1,17,100,117,2011/4/13,21,Wednesday,April
1632,Summer,0,1,10,89,99,2011/4/13,22,Wednesday,April
1633,Summer,0,1,5,57,62,2011/4/13,23,Wednesday,April
1634,Summer,0,1,3,18,21,2011/4/14,0,Thursday,April
1635,Summer,0,1,1,9,10,2011/4/14,1,Thursday,April
1636,Summer,0,1,0,3,3,2011/4/14,2,Thursday,April
1637,Summer,0,1,0,2,2,2011/4/14,3,Thursday,April
1638,Summer,0,1,1,8,9,2011/4/14,4,Thursday,April
1639,Summer,0,1,2,12,14,2011/4/14,5,Thursday,April
1640,Summer,0,1,4,66,70,2011/4/14,6,Thursday,April
1641,Summer,0,1,11,182,193,2011/4/14,7,Thursday,April
1642,Summer,0,1,21,316,337,2011/4/14,8,Thursday,April
1643,Summer,0,1,18,152,170,2011/4/14,9,Thursday,April
1644,Summer,0,1,21,68,89,2011/4/14,10,Thursday,April
1645,Summer,0,1,28,87,115,2011/4/14,11,Thursday,April
1646,Summer,0,1,35,110,145,2011/4/14,12,Thursday,April
1647,Summer,0,1,38,121,159,2011/4/14,13,Thursday,April
1648,Summer,0,1,36,101,137,2011/4/14,14,Thursday,April
1649,Summer,0,1,57,85,142,2011/4/14,15,Thursday,April
1650,Summer,0,1,49,153,202,2011/4/14,16,Thursday,April
1651,Summer,0,1,50,338,388,2011/4/14,17,Thursday,April
1652,Summer,0,1,47,290,337,2011/4/14,18,Thursday,April
1653,Summer,0,1,37,222,259,2011/4/14,19,Thursday,April
1654,Summer,0,1,22,147,169,2011/4/14,20,Thursday,April
1655,Summer,0,1,19,126,145,2011/4/14,21,Thursday,April
1656,Summer,0,1,22,82,104,2011/4/14,22,Thursday,April
1657,Summer,0,1,7,40,47,2011/4/14,23,Thursday,April
1658,Summer,1,0,6,21,27,2011/4/15,0,Friday,April
1659,Summer,1,0,6,9,15,2011/4/15,1,Friday,April
1660,Summer,1,0,8,10,18,2011/4/15,2,Friday,April
1661,Summer,1,0,0,3,3,2011/4/15,3,Friday,April
1662,Summer,1,0,0,3,3,2011/4/15,4,Friday,April
1663,Summer,1,0,2,11,13,2011/4/15,5,Friday,April
1664,Summer,1,0,5,42,47,2011/4/15,6,Friday,April
1665,Summer,1,0,10,139,149,2011/4/15,7,Friday,April
1666,Summer,1,0,21,279,300,2011/4/15,8,Friday,April
1667,Summer,1,0,16,162,178,2011/4/15,9,Friday,April
1668,Summer,1,0,31,91,122,2011/4/15,10,Friday,April
1669,Summer,1,0,41,95,136,2011/4/15,11,Friday,April
1670,Summer,1,0,45,155,200,2011/4/15,12,Friday,April
1671,Summer,1,0,47,133,180,2011/4/15,13,Friday,April
1672,Summer,1,0,57,106,163,2011/4/15,14,Friday,April
1673,Summer,1,0,50,112,162,2011/4/15,15,Friday,April
1674,Summer,1,0,70,173,243,2011/4/15,16,Friday,April
1675,Summer,1,0,64,267,331,2011/4/15,17,Friday,April
1676,Summer,1,0,47,216,263,2011/4/15,18,Friday,April
1677,Summer,1,0,41,168,209,2011/4/15,19,Friday,April
1678,Summer,1,0,26,92,118,2011/4/15,20,Friday,April
1679,Summer,1,0,25,77,102,2011/4/15,21,Friday,April
1680,Summer,1,0,16,64,80,2011/4/15,22,Friday,April
1681,Summer,1,0,8,56,64,2011/4/15,23,Friday,April
1682,Summer,0,0,7,36,43,2011/4/16,0,Saturday,April
1683,Summer,0,0,5,28,33,2011/4/16,1,Saturday,April
1684,Summer,0,0,5,19,24,2011/4/16,2,Saturday,April
1685,Summer,0,0,5,9,14,2011/4/16,3,Saturday,April
1686,Summer,0,0,1,4,5,2011/4/16,4,Saturday,April
1687,Summer,0,0,1,3,4,2011/4/16,5,Saturday,April
1688,Summer,0,0,1,9,10,2011/4/16,6,Saturday,April
1689,Summer,0,0,3,18,21,2011/4/16,7,Saturday,April
1690,Summer,0,0,7,38,45,2011/4/16,8,Saturday,April
1691,Summer,0,0,2,27,29,2011/4/16,9,Saturday,April
1692,Summer,0,0,1,21,22,2011/4/16,10,Saturday,April
1693,Summer,0,0,4,27,31,2011/4/16,11,Saturday,April
1694,Summer,0,0,6,26,32,2011/4/16,12,Saturday,April
1695,Summer,0,0,9,49,58,2011/4/16,13,Saturday,April
1696,Summer,0,0,14,49,63,2011/4/16,14,Saturday,April
1697,Summer,0,0,16,62,78,2011/4/16,15,Saturday,April
1698,Summer,0,0,6,27,33,2011/4/16,16,Saturday,April
1699,Summer,0,0,1,14,15,2011/4/16,17,Saturday,April
1700,Summer,0,0,6,32,38,2011/4/16,18,Saturday,April
1701,Summer,0,0,9,62,71,2011/4/16,19,Saturday,April
1702,Summer,0,0,4,49,53,2011/4/16,20,Saturday,April
1703,Summer,0,0,1,13,14,2011/4/16,21,Saturday,April
1704,Summer,0,0,2,22,24,2011/4/16,22,Saturday,April
1705,Summer,0,0,5,30,35,2011/4/16,23,Saturday,April
1706,Summer,0,0,4,29,33,2011/4/17,0,Sunday,April
1707,Summer,0,0,6,25,31,2011/4/17,1,Sunday,April
1708,Summer,0,0,4,25,29,2011/4/17,2,Sunday,April
1709,Summer,0,0,12,13,25,2011/4/17,3,Sunday,April
1710,Summer,0,0,2,5,7,2011/4/17,4,Sunday,April
1711,Summer,0,0,2,1,3,2011/4/17,5,Sunday,April
1712,Summer,0,0,3,5,8,2011/4/17,6,Sunday,April
1713,Summer,0,0,2,14,16,2011/4/17,7,Sunday,April
1714,Summer,0,0,7,36,43,2011/4/17,8,Sunday,April
1715,Summer,0,0,31,71,102,2011/4/17,9,Sunday,April
1716,Summer,0,0,91,120,211,2011/4/17,10,Sunday,April
1717,Summer,0,0,119,185,304,2011/4/17,11,Sunday,April
1718,Summer,0,0,167,187,354,2011/4/17,12,Sunday,April
1719,Summer,0,0,181,162,343,2011/4/17,13,Sunday,April
1720,Summer,0,0,170,191,361,2011/4/17,14,Sunday,April
1721,Summer,0,0,179,209,388,2011/4/17,15,Sunday,April
1722,Summer,0,0,161,182,343,2011/4/17,16,Sunday,April
1723,Summer,0,0,143,163,306,2011/4/17,17,Sunday,April
1724,Summer,0,0,102,175,277,2011/4/17,18,Sunday,April
1725,Summer,0,0,75,135,210,2011/4/17,19,Sunday,April
1726,Summer,0,0,44,97,141,2011/4/17,20,Sunday,April
1727,Summer,0,0,13,70,83,2011/4/17,21,Sunday,April
1728,Summer,0,0,21,49,70,2011/4/17,22,Sunday,April
1729,Summer,0,0,19,37,56,2011/4/17,23,Sunday,April
1730,Summer,0,1,15,24,39,2011/4/18,0,Monday,April
1731,Summer,0,1,11,8,19,2011/4/18,1,Monday,April
1732,Summer,0,1,14,2,16,2011/4/18,2,Monday,April
1733,Summer,0,1,6,1,7,2011/4/18,3,Monday,April
1734,Summer,0,1,2,4,6,2011/4/18,4,Monday,April
1735,Summer,0,1,0,16,16,2011/4/18,5,Monday,April
1736,Summer,0,1,3,51,54,2011/4/18,6,Monday,April
1737,Summer,0,1,12,156,168,2011/4/18,7,Monday,April
1738,Summer,0,1,20,277,297,2011/4/18,8,Monday,April
1739,Summer,0,1,37,132,169,2011/4/18,9,Monday,April
1740,Summer,0,1,41,68,109,2011/4/18,10,Monday,April
1741,Summer,0,1,36,87,123,2011/4/18,11,Monday,April
1742,Summer,0,1,60,124,184,2011/4/18,12,Monday,April
1743,Summer,0,1,41,128,169,2011/4/18,13,Monday,April
1744,Summer,0,1,49,95,144,2011/4/18,14,Monday,April
1745,Summer,0,1,64,112,176,2011/4/18,15,Monday,April
1746,Summer,0,1,40,165,205,2011/4/18,16,Monday,April
1747,Summer,0,1,66,362,428,2011/4/18,17,Monday,April
1748,Summer,0,1,41,321,362,2011/4/18,18,Monday,April
1749,Summer,0,1,42,244,286,2011/4/18,19,Monday,April
1750,Summer,0,1,29,136,165,2011/4/18,20,Monday,April
1751,Summer,0,1,20,131,151,2011/4/18,21,Monday,April
1752,Summer,0,1,9,81,90,2011/4/18,22,Monday,April
1753,Summer,0,1,11,35,46,2011/4/18,23,Monday,April
1754,Summer,0,1,2,23,25,2011/4/19,0,Tuesday,April
1755,Summer,0,1,5,2,7,2011/4/19,1,Tuesday,April
1756,Summer,0,1,8,5,13,2011/4/19,2,Tuesday,April
1757,Summer,0,1,0,3,3,2011/4/19,3,Tuesday,April
1758,Summer,0,1,1,4,5,2011/4/19,4,Tuesday,April
1759,Summer,0,1,1,17,18,2011/4/19,5,Tuesday,April
1760,Summer,0,1,2,63,65,2011/4/19,6,Tuesday,April
1761,Summer,0,1,22,166,188,2011/4/19,7,Tuesday,April
1762,Summer,0,1,20,331,351,2011/4/19,8,Tuesday,April
1763,Summer,0,1,23,139,162,2011/4/19,9,Tuesday,April
1764,Summer,0,1,15,60,75,2011/4/19,10,Tuesday,April
1765,Summer,0,1,19,53,72,2011/4/19,11,Tuesday,April
1766,Summer,0,1,19,84,103,2011/4/19,12,Tuesday,April
1767,Summer,0,1,26,103,129,2011/4/19,13,Tuesday,April
1768,Summer,0,1,19,88,107,2011/4/19,14,Tuesday,April
1769,Summer,0,1,44,83,127,2011/4/19,15,Tuesday,April
1770,Summer,0,1,30,162,192,2011/4/19,16,Tuesday,April
1771,Summer,0,1,39,372,411,2011/4/19,17,Tuesday,April
1772,Summer,0,1,44,377,421,2011/4/19,18,Tuesday,April
1773,Summer,0,1,28,248,276,2011/4/19,19,Tuesday,April
1774,Summer,0,1,20,148,168,2011/4/19,20,Tuesday,April
1775,Summer,0,1,8,114,122,2011/4/19,21,Tuesday,April
1776,Summer,0,1,3,109,112,2011/4/19,22,Tuesday,April
1777,Summer,0,1,11,41,52,2011/4/19,23,Tuesday,April
1778,Summer,0,0,19,77,96,2011/5/1,0,Sunday,May
1779,Summer,0,0,9,50,59,2011/5/1,1,Sunday,May
1780,Summer,0,0,7,43,50,2011/5/1,2,Sunday,May
1781,Summer,0,0,8,15,23,2011/5/1,3,Sunday,May
1782,Summer,0,0,6,11,17,2011/5/1,4,Sunday,May
1783,Summer,0,0,0,10,10,2011/5/1,5,Sunday,May
1784,Summer,0,0,4,9,13,2011/5/1,6,Sunday,May
1785,Summer,0,0,7,26,33,2011/5/1,7,Sunday,May
1786,Summer,0,0,16,43,59,2011/5/1,8,Sunday,May
1787,Summer,0,0,45,96,141,2011/5/1,9,Sunday,May
1788,Summer,0,0,109,155,264,2011/5/1,10,Sunday,May
1789,Summer,0,0,109,141,250,2011/5/1,11,Sunday,May
1790,Summer,0,0,109,172,281,2011/5/1,12,Sunday,May
1791,Summer,0,0,123,209,332,2011/5/1,13,Sunday,May
1792,Summer,0,0,85,153,238,2011/5/1,14,Sunday,May
1793,Summer,0,0,113,153,266,2011/5/1,15,Sunday,May
1794,Summer,0,0,75,139,214,2011/5/1,16,Sunday,May
1795,Summer,0,0,60,136,196,2011/5/1,17,Sunday,May
1796,Summer,0,0,33,126,159,2011/5/1,18,Sunday,May
1797,Summer,0,0,47,131,178,2011/5/1,19,Sunday,May
1798,Summer,0,0,35,86,121,2011/5/1,20,Sunday,May
1799,Summer,0,0,23,82,105,2011/5/1,21,Sunday,May
1800,Summer,0,0,32,68,100,2011/5/1,22,Sunday,May
1801,Summer,0,0,64,82,146,2011/5/1,23,Sunday,May
1802,Summer,0,1,68,109,177,2011/5/2,0,Monday,May
1803,Summer,0,1,41,73,114,2011/5/2,1,Monday,May
1804,Summer,0,1,16,19,35,2011/5/2,2,Monday,May
1805,Summer,0,1,9,7,16,2011/5/2,3,Monday,May
1806,Summer,0,1,9,8,17,2011/5/2,4,Monday,May
1807,Summer,0,1,4,16,20,2011/5/2,5,Monday,May
1808,Summer,0,1,3,59,62,2011/5/2,6,Monday,May
1809,Summer,0,1,16,193,209,2011/5/2,7,Monday,May
1810,Summer,0,1,21,350,371,2011/5/2,8,Monday,May
1811,Summer,0,1,41,131,172,2011/5/2,9,Monday,May
1812,Summer,0,1,31,77,108,2011/5/2,10,Monday,May
1813,Summer,0,1,34,96,130,2011/5/2,11,Monday,May
1814,Summer,0,1,40,147,187,2011/5/2,12,Monday,May
1815,Summer,0,1,51,119,170,2011/5/2,13,Monday,May
1816,Summer,0,1,48,133,181,2011/5/2,14,Monday,May
1817,Summer,0,1,45,110,155,2011/5/2,15,Monday,May
1818,Summer,0,1,49,220,269,2011/5/2,16,Monday,May
1819,Summer,0,1,65,472,537,2011/5/2,17,Monday,May
1820,Summer,0,1,68,450,518,2011/5/2,18,Monday,May
1821,Summer,0,1,46,268,314,2011/5/2,19,Monday,May
1822,Summer,0,1,44,174,218,2011/5/2,20,Monday,May
1823,Summer,0,1,54,178,232,2011/5/2,21,Monday,May
1824,Summer,0,1,28,97,125,2011/5/2,22,Monday,May
1825,Summer,0,1,16,48,64,2011/5/2,23,Monday,May
1826,Summer,0,1,0,16,16,2011/5/3,0,Tuesday,May
1827,Summer,0,1,0,14,14,2011/5/3,1,Tuesday,May
1828,Summer,0,1,0,5,5,2011/5/3,2,Tuesday,May
1829,Summer,0,1,0,2,2,2011/5/3,3,Tuesday,May
1830,Summer,0,1,3,1,4,2011/5/3,4,Tuesday,May
1831,Summer,0,1,0,14,14,2011/5/3,5,Tuesday,May
1832,Summer,0,1,7,102,109,2011/5/3,6,Tuesday,May
1833,Summer,0,1,17,248,265,2011/5/3,7,Tuesday,May
1834,Summer,0,1,24,435,459,2011/5/3,8,Tuesday,May
1835,Summer,0,1,29,157,186,2011/5/3,9,Tuesday,May
1836,Summer,0,1,36,91,127,2011/5/3,10,Tuesday,May
1837,Summer,0,1,20,120,140,2011/5/3,11,Tuesday,May
1838,Summer,0,1,48,169,217,2011/5/3,12,Tuesday,May
1839,Summer,0,1,50,144,194,2011/5/3,13,Tuesday,May
1840,Summer,0,1,36,122,158,2011/5/3,14,Tuesday,May
1841,Summer,0,1,37,117,154,2011/5/3,15,Tuesday,May
1842,Summer,0,1,46,225,271,2011/5/3,16,Tuesday,May
1843,Summer,0,1,53,464,517,2011/5/3,17,Tuesday,May
1844,Summer,0,1,59,485,544,2011/5/3,18,Tuesday,May
1845,Summer,0,1,42,323,365,2011/5/3,19,Tuesday,May
1846,Summer,0,1,28,262,290,2011/5/3,20,Tuesday,May
1847,Summer,0,1,42,183,225,2011/5/3,21,Tuesday,May
1848,Summer,0,1,14,99,113,2011/5/3,22,Tuesday,May
1849,Summer,0,1,12,50,62,2011/5/3,23,Tuesday,May
1850,Summer,0,1,5,22,27,2011/5/4,0,Wednesday,May
1851,Summer,0,1,1,6,7,2011/5/4,1,Wednesday,May
1852,Summer,0,1,0,4,4,2011/5/4,2,Wednesday,May
1853,Summer,0,1,0,1,1,2011/5/4,3,Wednesday,May
1854,Summer,0,1,1,2,3,2011/5/4,4,Wednesday,May
1855,Summer,0,1,1,8,9,2011/5/4,5,Wednesday,May
1856,Summer,0,1,0,21,21,2011/5/4,6,Wednesday,May
1857,Summer,0,1,6,46,52,2011/5/4,7,Wednesday,May
1858,Summer,0,1,5,74,79,2011/5/4,8,Wednesday,May
1859,Summer,0,1,5,35,40,2011/5/4,9,Wednesday,May
1860,Summer,0,1,5,26,31,2011/5/4,10,Wednesday,May
1861,Summer,0,1,3,69,72,2011/5/4,11,Wednesday,May
1862,Summer,0,1,19,105,124,2011/5/4,12,Wednesday,May
1863,Summer,0,1,15,128,143,2011/5/4,13,Wednesday,May
1864,Summer,0,1,13,94,107,2011/5/4,14,Wednesday,May
1865,Summer,0,1,22,107,129,2011/5/4,15,Wednesday,May
1866,Summer,0,1,22,173,195,2011/5/4,16,Wednesday,May
1867,Summer,0,1,22,388,410,2011/5/4,17,Wednesday,May
1868,Summer,0,1,29,367,396,2011/5/4,18,Wednesday,May
1869,Summer,0,1,30,266,296,2011/5/4,19,Wednesday,May
1870,Summer,0,1,17,174,191,2011/5/4,20,Wednesday,May
1871,Summer,0,1,17,133,150,2011/5/4,21,Wednesday,May
1872,Summer,0,1,9,80,89,2011/5/4,22,Wednesday,May
1873,Summer,0,1,8,49,57,2011/5/4,23,Wednesday,May
1874,Summer,0,1,4,23,27,2011/5/5,0,Thursday,May
1875,Summer,0,1,4,6,10,2011/5/5,1,Thursday,May
1876,Summer,0,1,1,4,5,2011/5/5,2,Thursday,May
1877,Summer,0,1,0,4,4,2011/5/5,3,Thursday,May
1878,Summer,0,1,4,3,7,2011/5/5,4,Thursday,May
1879,Summer,0,1,1,29,30,2011/5/5,5,Thursday,May
1880,Summer,0,1,3,86,89,2011/5/5,6,Thursday,May
1881,Summer,0,1,16,255,271,2011/5/5,7,Thursday,May
1882,Summer,0,1,25,415,440,2011/5/5,8,Thursday,May
1883,Summer,0,1,20,164,184,2011/5/5,9,Thursday,May
1884,Summer,0,1,30,98,128,2011/5/5,10,Thursday,May
1885,Summer,0,1,43,105,148,2011/5/5,11,Thursday,May
1886,Summer,0,1,27,169,196,2011/5/5,12,Thursday,May
1887,Summer,0,1,50,142,192,2011/5/5,13,Thursday,May
1888,Summer,0,1,19,135,154,2011/5/5,14,Thursday,May
1889,Summer,0,1,27,120,147,2011/5/5,15,Thursday,May
1890,Summer,0,1,36,233,269,2011/5/5,16,Thursday,May
1891,Summer,0,1,66,467,533,2011/5/5,17,Thursday,May
1892,Summer,0,1,64,456,520,2011/5/5,18,Thursday,May
1893,Summer,0,1,56,305,361,2011/5/5,19,Thursday,May
1894,Summer,0,1,33,225,258,2011/5/5,20,Thursday,May
1895,Summer,0,1,39,141,180,2011/5/5,21,Thursday,May
1896,Summer,0,1,30,135,165,2011/5/5,22,Thursday,May
1897,Summer,0,1,16,99,115,2011/5/5,23,Thursday,May
1898,Summer,0,1,13,43,56,2011/5/6,0,Friday,May
1899,Summer,0,1,8,24,32,2011/5/6,1,Friday,May
1900,Summer,0,1,1,15,16,2011/5/6,2,Friday,May
1901,Summer,0,1,3,6,9,2011/5/6,3,Friday,May
1902,Summer,0,1,0,1,1,2011/5/6,4,Friday,May
1903,Summer,0,1,0,16,16,2011/5/6,5,Friday,May
1904,Summer,0,1,8,74,82,2011/5/6,6,Friday,May
1905,Summer,0,1,20,202,222,2011/5/6,7,Friday,May
1906,Summer,0,1,35,415,450,2011/5/6,8,Friday,May
1907,Summer,0,1,27,161,188,2011/5/6,9,Friday,May
1908,Summer,0,1,30,97,127,2011/5/6,10,Friday,May
1909,Summer,0,1,42,123,165,2011/5/6,11,Friday,May
1910,Summer,0,1,48,198,246,2011/5/6,12,Friday,May
1911,Summer,0,1,71,182,253,2011/5/6,13,Friday,May
1912,Summer,0,1,86,127,213,2011/5/6,14,Friday,May
1913,Summer,0,1,89,171,260,2011/5/6,15,Friday,May
1914,Summer,0,1,82,262,344,2011/5/6,16,Friday,May
1915,Summer,0,1,83,470,553,2011/5/6,17,Friday,May
1916,Summer,0,1,85,385,470,2011/5/6,18,Friday,May
1917,Summer,0,1,39,253,292,2011/5/6,19,Friday,May
1918,Summer,0,1,29,161,190,2011/5/6,20,Friday,May
1919,Summer,0,1,22,130,152,2011/5/6,21,Friday,May
1920,Summer,0,1,46,105,151,2011/5/6,22,Friday,May
1921,Summer,0,1,27,93,120,2011/5/6,23,Friday,May
1922,Summer,0,0,10,76,86,2011/5/7,0,Saturday,May
1923,Summer,0,0,8,50,58,2011/5/7,1,Saturday,May
1924,Summer,0,0,5,47,52,2011/5/7,2,Saturday,May
1925,Summer,0,0,9,9,18,2011/5/7,3,Saturday,May
1926,Summer,0,0,1,4,5,2011/5/7,4,Saturday,May
1927,Summer,0,0,4,3,7,2011/5/7,5,Saturday,May
1928,Summer,0,0,1,12,13,2011/5/7,6,Saturday,May
1929,Summer,0,0,8,32,40,2011/5/7,7,Saturday,May
1930,Summer,0,0,19,96,115,2011/5/7,8,Saturday,May
1931,Summer,0,0,54,164,218,2011/5/7,9,Saturday,May
1932,Summer,0,0,90,208,298,2011/5/7,10,Saturday,May
1933,Summer,0,0,132,215,347,2011/5/7,11,Saturday,May
1934,Summer,0,0,129,244,373,2011/5/7,12,Saturday,May
1935,Summer,0,0,196,240,436,2011/5/7,13,Saturday,May
1936,Summer,0,0,143,235,378,2011/5/7,14,Saturday,May
1937,Summer,0,0,148,230,378,2011/5/7,15,Saturday,May
1938,Summer,0,0,119,223,342,2011/5/7,16,Saturday,May
1939,Summer,0,0,138,216,354,2011/5/7,17,Saturday,May
1940,Summer,0,0,114,175,289,2011/5/7,18,Saturday,May
1941,Summer,0,0,88,179,267,2011/5/7,19,Saturday,May
1942,Summer,0,0,82,137,219,2011/5/7,20,Saturday,May
1943,Summer,0,0,58,124,182,2011/5/7,21,Saturday,May
1944,Summer,0,0,26,94,120,2011/5/7,22,Saturday,May
1945,Summer,0,0,30,89,119,2011/5/7,23,Saturday,May
1946,Summer,0,0,22,78,100,2011/5/8,0,Sunday,May
1947,Summer,0,0,8,56,64,2011/5/8,1,Sunday,May
1948,Summer,0,0,17,42,59,2011/5/8,2,Sunday,May
1949,Summer,0,0,10,21,31,2011/5/8,3,Sunday,May
1950,Summer,0,0,2,8,10,2011/5/8,4,Sunday,May
1951,Summer,0,0,0,5,5,2011/5/8,5,Sunday,May
1952,Summer,0,0,2,4,6,2011/5/8,6,Sunday,May
1953,Summer,0,0,8,15,23,2011/5/8,7,Sunday,May
1954,Summer,0,0,28,58,86,2011/5/8,8,Sunday,May
1955,Summer,0,0,48,112,160,2011/5/8,9,Sunday,May
1956,Summer,0,0,91,153,244,2011/5/8,10,Sunday,May
1957,Summer,0,0,142,198,340,2011/5/8,11,Sunday,May
1958,Summer,0,0,139,243,382,2011/5/8,12,Sunday,May
1959,Summer,0,0,166,224,390,2011/5/8,13,Sunday,May
1960,Summer,0,0,126,240,366,2011/5/8,14,Sunday,May
1961,Summer,0,0,128,230,358,2011/5/8,15,Sunday,May
1962,Summer,0,0,122,263,385,2011/5/8,16,Sunday,May
1963,Summer,0,0,106,245,351,2011/5/8,17,Sunday,May
1964,Summer,0,0,63,205,268,2011/5/8,18,Sunday,May
1965,Summer,0,0,61,178,239,2011/5/8,19,Sunday,May
1966,Summer,0,0,42,132,174,2011/5/8,20,Sunday,May
1967,Summer,0,0,32,95,127,2011/5/8,21,Sunday,May
1968,Summer,0,0,29,86,115,2011/5/8,22,Sunday,May
1969,Summer,0,0,9,41,50,2011/5/8,23,Sunday,May
1970,Summer,0,1,31,22,53,2011/5/9,0,Monday,May
1971,Summer,0,1,25,8,33,2011/5/9,1,Monday,May
1972,Summer,0,1,6,2,8,2011/5/9,2,Monday,May
1973,Summer,0,1,0,7,7,2011/5/9,3,Monday,May
1974,Summer,0,1,0,4,4,2011/5/9,4,Monday,May
1975,Summer,0,1,0,23,23,2011/5/9,5,Monday,May
1976,Summer,0,1,2,87,89,2011/5/9,6,Monday,May
1977,Summer,0,1,16,221,237,2011/5/9,7,Monday,May
1978,Summer,0,1,23,351,374,2011/5/9,8,Monday,May
1979,Summer,0,1,36,142,178,2011/5/9,9,Monday,May
1980,Summer,0,1,24,95,119,2011/5/9,10,Monday,May
1981,Summer,0,1,26,99,125,2011/5/9,11,Monday,May
1982,Summer,0,1,35,160,195,2011/5/9,12,Monday,May
1983,Summer,0,1,36,138,174,2011/5/9,13,Monday,May
1984,Summer,0,1,44,118,162,2011/5/9,14,Monday,May
1985,Summer,0,1,51,148,199,2011/5/9,15,Monday,May
1986,Summer,0,1,49,255,304,2011/5/9,16,Monday,May
1987,Summer,0,1,59,539,598,2011/5/9,17,Monday,May
1988,Summer,0,1,66,458,524,2011/5/9,18,Monday,May
1989,Summer,0,1,45,339,384,2011/5/9,19,Monday,May
1990,Summer,0,1,25,214,239,2011/5/9,20,Monday,May
1991,Summer,0,1,28,128,156,2011/5/9,21,Monday,May
1992,Summer,0,1,21,95,116,2011/5/9,22,Monday,May
1993,Summer,0,1,16,45,61,2011/5/9,23,Monday,May
1994,Summer,0,1,6,12,18,2011/5/10,0,Tuesday,May
1995,Summer,0,1,3,12,15,2011/5/10,1,Tuesday,May
1996,Summer,0,1,1,4,5,2011/5/10,2,Tuesday,May
1997,Summer,0,1,1,3,4,2011/5/10,3,Tuesday,May
